110,87
14,28
28,29
115,29
20,31
31,20
31,70
70,82
82,98
98,82
6,81
81,6
12,16
16,12
16,34
34,16
34,49
51,49
51,81
81,51
81,108
108,81
108,112
112,108
12,19
19,26
28,26
44,28
56,44
93,56
93,107
107,93
107,116
116,107
29,6
29,50
50,56
56,50
56,78
112,78
0,13
13,14
14,13
39,14
39,86
86,39
1,20
20,1
46,20
60,46
60,86
86,100
100,86
8,34
34,8
34,44
44,34
60,44
62,60
94,62
110,94
111,110
108,88
108,110
110,113
29,15
29,40
40,67
67,116
18,11
18,48
48,18
48,76
76,48
113,76
48,32
48,60
100,60
110,100
110,115
115,110
115,116
116,115
116,117
30,34
34,30
49,34
60,49
60,67
8,14
14,8
14,18
18,14
18,22
22,23
23,36
36,23
36,111
111,36
11,8
11,32
32,41
33,78
95,78
116,6
14,38
67,38
73,67
60,72
72,75
75,72
75,101
101,75
101,103
111,103
14,16
111,16
32,11
60,32
60,116
116,60
116,117
18,4
18,34
34,50
50,34
50,72
72,50
72,111
33,30
33,67
67,78
78,67
78,94
94,78
107,94
111,107
111,115
115,111
110,102
66,14
67,66
111,67
72,1
117,72
18,34
34,18
1,19
19,1
16,1
16,42
42,48
48,42
48,101
101,103
103,101
11,28
28,11
28,119
119,28
14,16
16,14
34,16
63,34
63,78
78,63
78,92
99,92
99,111
111,99
14,34
34,67
67,34
67,76
76,67
86,76
86,108
108,86
4,6
6,13
32,13
32,56
56,86
87,86
87,97
117,97
34,38
38,34
42,38
76,42
76,94
94,76
94,97
118,97
34,1
34,35
35,78
78,35
78,99
99,78
10,3
19,10
32,19
32,33
48,33
48,97
97,48
108,97
14,18
18,14
18,78
93,78
93,111
111,93
38,60
14,19
19,14
19,34
34,19
34,49
49,34
49,86
86,49
91,86
91,108
108,116
116,108
0,38
38,68
85,68
85,111
111,85
28,46
46,28
18,34
34,35
35,34
35,46
46,35
46,47
47,56
56,57
57,56
86,57
116,86
117,116
11,14
42,14
42,79
79,89
89,79
14,6
14,20
20,91
91,20
99,91
117,99
5,14
14,5
14,39
39,14
39,49
49,39
87,49
87,111
111,87
111,117
31,6
60,31
60,67
67,60
67,91
108,91
108,113
113,108
3,19
19,3
111,19
31,3
56,31
56,57
57,72
72,102
102,72
31,6
24,20
24,74
74,24
75,74
117,75
12,4
47,12
66,47
66,102
16,94
94,102
102,94
102,116
116,119
6,18
18,6
34,18
34,58
117,58
44,18
44,56
56,110
110,117
117,110
34,0
34,56
94,56
28,32
32,28
32,74
74,32
90,74
90,100
14,44
44,14
56,44
67,56
60,56
60,66
66,60
66,91
91,66
96,91
28,18
28,86
86,28
91,86
108,91
111,108
67,34
87,67
87,98
34,19
56,34
56,60
60,67
67,103
103,67
21,75
49,35
49,60
60,49
60,86
86,97
97,86
42,10
42,63
63,42
6,34
108,34
108,111
115,111
18,20
20,32
32,20
32,33
49,57
57,72
72,57
88,72
88,99
99,88
99,110
110,99
32,44
44,32
67,44
67,72
72,108
6,22
22,30
30,81
85,81
24,31
31,24
82,31
82,117
15,19
19,22
22,42
42,22
42,60
60,42
60,110
110,60
34,67
67,34
85,67
85,91
91,94
94,91
94,102
102,94
102,116
116,102
56,30
29,47
47,29
47,56
56,47
63,56
63,118
30,11
30,42
42,30
42,46
46,42
46,51
51,46
51,57
57,51
94,57
94,98
98,94
98,101
101,98
101,110
117,110
56,28
97,56
6,14
14,19
19,57
57,78
78,57
78,86
86,78
86,102
102,86
16,0
16,28
28,43
43,28
43,49
49,60
60,72
72,89
89,72
89,102
102,89
102,108
110,108
115,110
14,48
48,14
48,94
94,113
60,102
102,60
102,115
115,102
19,56
56,19
75,56
75,84
91,84
86,75
86,87
87,86
87,113
13,18
18,13
29,60
60,29
84,60
84,90
90,93
93,110
110,93
111,78
111,116
30,23
30,49
49,78
78,111
111,78
111,115
115,111
15,30
30,78
66,32
66,110
21,18
21,29
29,44
49,44
49,110
110,115
0,21
21,0
21,34
34,47
59,47
59,72
72,59
72,78
78,72
89,78
115,89
14,19
19,14
19,21
21,51
51,57
57,51
57,111
111,57
111,117
117,111
34,38
38,34
38,48
48,38
48,56
56,48
56,66
66,70
70,66
100,70
18,16
36,18
36,38
2,86
86,2
86,111
47,34
47,50
54,50
54,102
102,54
5,19
19,44
59,44
59,115
115,59
3,16
16,3
16,48
48,67
67,48
67,86
86,67
86,115
21,18
21,30
41,30
48,41
48,49
49,67
67,49
67,90
90,67
108,90
1,0
15,1
15,30
42,30
42,56
56,42
56,101
111,101
111,115
14,21
30,21
42,30
110,42
11,14
14,11
67,14
67,111
68,102
6,4
6,14
14,18
18,14
18,30
30,18
30,72
72,108
108,117
117,108
34,49
49,56
56,70
86,70
86,90
90,86
42,19
42,66
66,42
12,29
29,72
72,29
72,87
87,72
91,87
91,112
49,30
49,108
108,49
108,116
34,18
34,36
36,34
36,91
91,36
78,42
34,3
67,34
67,79
116,79
16,77
77,78
78,77
78,110
110,78
34,19
34,60
60,34
60,116
118,116
88,34
54,16
60,54
16,14
16,26
26,16
26,33
93,33
6,56
56,6
56,110
110,56
110,113
72,30
14,0
14,30
30,34
34,30
34,62
62,34
110,62
2,4
4,2
4,103
103,4
103,116
116,103
12,20
20,41
46,41
46,50
83,50
83,103
103,111
111,103
116,111
14,43
43,14
43,57
111,57
111,117
19,34
34,19
56,34
56,60
60,67
67,60
103,67
60,14
60,81
81,60
81,108
108,81
115,108
2,28
28,48
48,28
49,48
49,72
108,72
97,33
97,111
111,97
60,30
60,86
108,86
44,14
32,6
32,34
34,32
34,42
42,34
42,81
81,117
117,81
48,40
48,57
57,48
57,83
116,83
6,108
108,6
0,2
2,5
5,30
30,66
66,30
67,66
67,111
19,29
29,101
101,29
101,102
102,101
102,116
19,44
70,44
70,111
111,70
117,111
11,4
11,44
44,63
63,44
63,67
67,63
67,68
68,86
110,86
29,19
29,67
67,29
0,91
14,18
18,14
67,18
108,67
116,108
16,0
16,34
34,48
101,48
14,1
18,14
18,28
28,18
28,32
32,28
32,34
34,46
46,34
56,46
56,87
87,56
87,102
102,87
114,102
114,115
115,114
4,8
8,4
67,8
67,91
115,91
115,116
116,115
16,42
60,42
91,60
28,14
32,28
32,56
56,32
90,56
102,90
102,111
111,102
68,56
86,68
12,38
38,12
42,38
42,83
100,83
113,100
113,117
117,113
117,119
119,117
1,32
32,34
34,44
44,34
44,113
50,18
50,63
63,50
63,88
88,63
113,88
37,77
77,37
77,117
14,32
49,32
49,85
85,49
91,85
35,46
46,79
90,79
14,18
19,18
28,19
28,49
56,49
56,72
72,56
72,86
60,108
108,111
111,108
32,55
55,91
91,55
91,117
117,91
34,46
46,34
46,93
93,110
110,93
18,3
61,74
74,61
74,112
112,74
14,18
18,14
35,18
35,108
34,86
86,34
116,86
51,6
51,108
110,108
110,118
60,14
60,93
72,34
72,74
74,90
90,74
100,90
100,110
110,111
119,111
31,61
61,31
61,77
77,61
77,113
60,49
67,60
67,81
81,67
102,81
102,116
116,102
14,18
18,67
67,18
67,79
97,79
15,34
34,15
34,41
41,34
60,41
60,86
86,60
14,74
99,74
31,18
31,44
44,31
72,44
42,108
108,42
30,2
30,41
41,30
117,41
60,19
60,72
72,60
77,72
117,77
26,30
30,26
34,30
34,67
67,34
98,67
98,102
102,98
115,102
115,118
29,30
30,81
81,93
93,81
99,93
19,43
43,19
43,57
57,43
57,84
84,100
100,84
108,100
108,111
111,108
2,14
14,2
14,68
68,101
44,42
45,44
45,100
100,45
41,18
41,75
75,85
3,14
14,3
14,18
18,14
18,34
34,18
34,56
56,34
77,56
77,101
0,4
4,14
14,19
19,30
30,43
2,19
19,22
22,19
22,57
57,72
72,57
89,72
111,89
111,116
116,117
34,4
46,34
46,50
50,46
50,75
86,75
60,32
87,60
87,115
115,87
4,24
24,46
46,57
60,57
3,19
19,21
21,30
30,21
14,74
74,14
74,110
110,74
86,19
86,102
102,86
102,117
117,102
39,26
39,48
48,39
60,48
60,91
91,60
91,116
56,86
86,108
108,117
60,11
3,4
4,20
20,23
23,28
29,28
44,29
44,56
56,67
67,85
85,91
91,85
112,91
19,20
20,19
20,56
56,20
56,67
67,72
84,72
0,1
1,0
4,1
11,4
11,30
30,11
30,83
83,30
83,84
84,83
86,84
6,87
14,19
19,26
26,19
26,41
41,26
67,41
67,86
86,67
86,107
107,116
116,107
69,78
78,108
108,110
29,70
70,29
33,6
33,74
86,74
56,30
11,12
12,11
30,12
67,99
99,111
111,99
72,57
116,72
56,9
56,78
34,38
56,38
66,56
66,112
112,66
34,15
60,34
60,86
19,14
19,33
33,50
50,33
86,50
86,117
117,86
1,18
24,18
24,38
38,24
75,38
75,93
93,75
93,119
16,24
24,16
28,24
28,30
30,38
38,30
38,39
39,111
111,116
19,20
20,19
20,24
24,20
24,26
26,24
28,26
28,34
34,42
42,34
42,60
60,42
73,60
73,78
78,115
115,78
26,43
43,54
54,43
54,62
0,16
48,16
48,111
4,19
19,67
67,19
83,111
111,83
111,116
116,111
21,4
21,29
29,49
49,29
49,110
110,115
115,110
14,1
15,14
15,30
30,34
56,34
56,81
81,56
81,101
101,108
108,111
115,111
16,47
47,67
94,67
99,94
99,102
102,110
110,102
56,108
108,56
116,108
117,116
40,12
40,48
98,48
26,12
60,26
35,31
43,35
43,49
49,43
49,54
87,54
87,91
91,111
11,16
16,11
16,46
46,16
46,81
81,46
81,113
118,113
44,117
117,44
16,2
16,19
19,16
19,46
46,19
63,46
70,63
70,101
18,50
50,60
60,50
56,6
58,56
58,110
110,116
116,118
29,1
29,34
34,29
34,108
14,30
100,30
3,1
6,3
28,93
15,39
39,15
44,39
48,44
67,48
67,108
108,67
115,108
117,115
23,14
23,49
49,23
49,67
67,49
67,75
75,67
75,112
14,6
14,19
19,56
56,19
3,2
12,3
12,18
18,44
44,18
56,44
56,111
42,32
42,70
70,42
70,78
78,102
102,78
102,110
110,102
111,110
19,33
33,19
33,85
100,85
100,104
104,100
108,104
108,111
19,20
20,46
101,46
101,110
110,101
110,114
114,110
86,13
29,4
29,31
31,100
100,31
115,100
115,117
1,4
4,6
19,6
19,38
38,60
60,38
60,67
67,60
67,116
116,67
29,34
34,48
48,58
111,58
111,116
39,94
94,39
22,6
22,29
29,22
46,29
46,48
48,46
57,48
60,57
12,14
14,12
14,86
86,14
14,68
68,111
20,15
20,24
24,20
24,33
106,33
18,34
34,67
67,78
78,102
102,78
0,14
28,14
28,34
34,28
56,34
67,56
87,67
4,34
34,4
34,43
43,99
99,106
49,67
101,67
110,101
110,115
1,34
34,1
50,34
50,56
56,67
67,98
101,98
21,18
21,39
81,39
86,23
11,35
35,48
98,48
45,34
45,54
54,89
89,54
1,2
2,1
2,56
56,2
56,76
1,11
11,1
34,11
34,41
41,34
41,42
42,41
19,12
19,26
26,19
26,44
44,60
60,44
60,111
46,20
57,46
57,60
60,108
108,60
60,86
86,60
91,86
91,99
99,91
6,15
15,16
16,15
34,16
34,35
35,101
113,101
70,56
70,78
78,111
111,78
14,34
34,98
115,98
34,56
56,74
74,78
78,102
102,78
9,14
14,9
14,57
57,73
39,42
42,39
42,70
70,42
70,72
72,117
15,3
15,48
48,15
71,48
71,86
86,71
100,86
100,101
101,114
18,56
110,56
46,3
55,46
55,72
72,55
86,72
86,101
101,86
108,101
108,113
113,108
38,24
38,42
42,38
42,46
57,46
57,74
74,57
67,18
118,67
37,117
1,34
34,1
34,50
50,34
56,50
67,56
98,67
101,98
18,20
20,18
20,44
44,20
44,56
59,56
59,86
14,19
19,14
32,19
32,57
57,74
74,57
74,102
108,102
110,108
24,29
29,24
29,42
42,29
42,57
60,57
60,67
67,60
67,85
85,67
85,117
117,85
11,16
16,60
67,60
72,67
72,85
44,21
44,71
71,44
85,71
1,3
18,3
39,18
39,50
50,39
50,63
67,63
19,18
19,54
54,19
56,54
99,56
99,101
101,99
101,113
56,19
56,90
90,56
90,117
1,14
14,1
19,14
31,19
39,31
43,39
56,43
56,66
66,56
66,70
70,66
72,70
72,110
110,72
110,117
18,6
18,67
67,18
67,99
99,67
33,14
33,34
34,33
34,47
47,73
19,29
29,34
34,63
63,34
63,75
75,63
84,75
6,15
15,78
78,15
78,100
14,72
72,14
30,1
49,30
49,74
74,49
67,49
67,110
16,37
37,16
37,41
41,37
41,93
99,93
99,110
117,110
15,34
34,15
34,67
67,93
1,45
45,1
45,56
87,56
87,116
116,117
117,116
28,14
28,56
56,72
72,56
72,111
111,72
117,111
20,19
20,52
52,60
60,52
86,60
86,111
16,18
28,18
28,30
30,28
30,34
34,30
34,37
37,34
111,37
1,26
26,1
26,89
108,89
33,16
33,49
49,33
49,67
67,49
67,82
82,83
83,108
18,19
19,31
31,19
31,99
99,31
16,39
39,16
39,46
46,86
102,86
102,108
108,102
108,117
12,15
15,44
79,44
79,91
91,79
116,91
32,34
34,86
86,34
23,15
23,34
34,42
43,42
43,51
51,100
100,51
6,34
34,6
34,38
38,34
38,76
76,38
93,76
108,93
111,108
97,105
105,119
19,4
19,30
30,41
41,108
60,86
86,60
30,18
34,30
34,41
41,90
90,41
113,90
56,34
56,99
99,56
99,118
12,20
20,12
38,20
34,49
87,49
87,97
19,12
19,41
41,76
76,41
32,81
81,32
81,111
20,119
119,20
21,43
67,43
48,3
5,30
108,30
101,28
101,102
102,118
118,102
3,11
11,68
68,72
72,68
99,72
99,117
44,30
44,90
91,90
0,1
1,0
1,16
16,1
16,34
34,16
56,34
60,56
60,72
75,72
93,75
94,93
116,94
28,16
28,60
60,28
60,75
75,60
117,75
6,24
24,44
44,85
85,106
106,85
106,112
112,106
4,28
28,4
34,28
34,37
37,61
62,61
117,62
91,47
91,99
99,91
116,99
60,63
63,78
19,34
34,19
34,37
37,34
37,56
57,56
57,82
18,28
30,28
30,48
48,56
56,48
56,66
66,56
32,21
34,32
34,55
55,34
55,110
11,12
12,14
14,12
28,14
32,28
32,72
72,32
72,99
113,99
116,113
44,48
48,57
57,48
60,57
14,70
70,14
70,90
90,70
90,116
15,1
15,34
34,15
50,34
50,56
56,67
72,67
72,108
108,72
18,34
34,18
70,34
70,113
3,24
24,26
26,24
26,46
46,26
49,46
70,49
70,115
115,70
115,117
21,14
94,21
94,113
113,94
116,113
9,5
20,9
20,46
46,99
116,99
116,117
117,118
1,16
16,50
50,16
115,50
19,24
24,30
30,24
45,30
14,2
14,15
15,28
28,67
67,28
67,110
110,116
0,1
1,15
67,34
81,67
81,117
117,81
43,44
56,44
18,20
90,20
90,102
107,102
107,115
24,2
24,34
34,24
44,22
44,48
48,44
49,48
49,108
108,115
14,18
18,14
18,20
20,116
18,19
19,18
19,30
30,42
42,30
42,81
81,42
81,99
99,81
117,99
4,2
4,39
42,19
18,60
60,18
60,102
102,60
102,108
30,26
30,72
72,113
1,11
18,11
21,18
24,21
99,24
101,99
117,101
50,26
54,50
54,93
93,54
5,19
19,5
19,66
66,19
66,72
72,75
75,72
75,101
16,19
37,19
37,46
46,37
46,60
60,46
60,86
86,60
6,18
76,18
76,81
81,89
89,81
89,117
117,89
19,86
86,19
94,86
94,99
99,94
3,32
32,3
32,49
49,60
60,86
86,60
99,86
6,21
21,6
76,21
110,76
110,111
111,110
18,2
18,26
28,26
28,31
31,28
31,32
32,31
41,32
56,41
102,56
72,73
85,73
94,85
102,94
102,104
104,111
111,104
116,111
37,66
66,37
66,67
67,68
68,117
117,68
42,86
86,101
111,101
1,14
14,36
36,14
36,38
56,38
56,84
84,56
86,84
86,117
14,1
28,14
50,87
94,87
94,97
97,94
111,97
111,113
113,111
56,47
28,0
28,67
67,72
72,85
85,72
85,99
99,85
99,102
102,99
102,116
116,102
4,8
8,18
18,70
70,108
108,70
14,78
78,88
16,49
56,49
12,14
14,76
76,99
99,76
6,60
60,6
60,66
66,60
67,66
67,75
90,75
1,60
60,1
86,60
102,12
10,19
19,10
19,32
32,42
42,32
56,42
56,94
94,56
98,94
98,110
110,98
113,110
28,14
28,42
63,42
116,63
34,30
34,103
111,103
16,39
39,16
39,110
110,39
111,110
19,12
19,63
63,19
63,72
72,63
72,78
78,72
104,4
111,104
13,67
67,13
100,67
100,116
116,100
24,1
24,38
38,50
50,60
60,50
60,77
77,60
77,81
81,77
81,86
86,81
87,86
111,87
111,118
118,111
115,67
13,66
66,74
74,66
74,81
81,116
116,81
116,117
60,19
60,91
91,102
102,91
102,110
67,11
90,67
90,103
103,111
111,113
113,116
18,38
38,50
50,38
4,14
21,14
21,31
31,67
67,31
67,72
86,72
91,86
26,31
94,31
94,108
108,94
117,108
2,32
32,2
57,32
57,60
60,70
93,70
94,93
94,97
115,97
86,5
102,86
19,33
33,46
108,46
117,108
16,18
49,18
72,49
72,115
4,20
20,4
20,67
67,102
102,67
102,117
117,118
10,56
56,10
68,56
68,111
111,68
4,0
33,4
100,33
100,103
108,103
18,14
32,18
63,32
63,77
77,63
77,87
87,77
28,19
42,28
44,42
51,44
89,51
89,111
111,89
14,1
14,19
48,19
48,49
86,49
86,91
91,86
91,116
116,117
117,116
2,1
14,2
14,28
28,14
28,86
86,28
102,86
102,111
3,14
14,41
41,14
41,60
60,94
94,60
34,47
47,102
102,110
42,44
44,42
44,48
48,44
56,3
86,56
100,86
100,116
116,100
14,1
14,28
60,28
60,66
67,66
37,56
56,37
56,91
23,67
67,23
